50,50,51,53,55,59,61,65,68,74,73,74,75,73,69,75,74,73,71,74,75,80,87,95,104,106,115,121,127,132,138,144,151,156,161,167,173,180,187,190,199,205,214,219,225,230,235,244,252,257,266,275,278,278,280
130,136,142,148,154,163,167,176,180,187,193,199,205,210,214,221,230,235,242,251,257,264,268,273,277,277,275,275,273,275,276,279,284,287,290,290,291,294,297,295,295,297,300,303,302,305,308,308,313,311,312,309,314,319,330
